File:,Blockiness:,SA:,Blockloss:,Blur:,TA:,Exposure(bri):,Contrast:,Noise:,Slice:,Flickering:,Tag:
Euronews_eng_V144_zfwy93op-Ak_US-Supreme-Court-to-consider-whether-gay-marriage-is-a-constitutional-right_13.mp4,0.967771651,72.75015899,-1.0,4.189577982,11.47738376,120.3944954,39.59143367,2.297386239,3.202357798,-0.806664954,P
Euronews_eng_V144_jCyQv4U3JQE_US-Donald-Trump-accused-of-stoking-violence-with-divisive-rhetoric_10.mp4,0.928465633,116.7199301,-1.0,3.63444,13.67246633,114.7333333,53.8095638,1.140267,1.681933333,-0.8181617,P
Euronews_eng_V144_Z7tYaGgLwJk_Belgium-crushes-illegal-ivory-stockpile_4.mp4,0.983884474,101.9765561,-1.0,3.736877193,21.87927272,101.3421053,41.11696649,1.027114035,3.573552632,-0.823916404,P
Euronews_eng_V1080_ntASi65qfcs_Dalai-Lama-full-press-conf-at-Council-of-Europe_24.mp4,0.880900383,43.44890085,4.004468759,4.96750555,4.862055873,133.9515641,34.57942705,0.494697679,5.156221998,-0.787286549,P
Euronews_eng_V1080_ntASi65qfcs_Dalai-Lama-full-press-conf-at-Council-of-Europe_4.mp4,0.825302917,57.42234889,7.857887222,4.490493056,3.952452778,134.4722222,49.75219618,0.341854861,5.603805556,-0.787898056,P
Euronews_eng_V144_GRPXmO8rpLs_Barack-Obama-Comedian-in-Chief_1.mp4,0.911308733,79.19103138,-1.0,3.118615147,4.999510077,109.4358578,29.92066903,0.492900464,0.780803709,-0.792469753,P
Euronews_eng_V144_InFKYYfoHuk_euronews-interview---Carlos-Slim-I-am-not-a-monopoliser_7.mp4,0.972068627,99.06893718,-1.0,2.682693662,3.556444683,129.8732394,70.53702239,0.477094014,6.881940141,-0.782855282,P
Euronews_eng_V144_pGwC5eDMMeo_Speculation-mounts-on-political-future-for-Dominique_10.mp4,0.937694483,95.49757141,-1.0,2.367517241,4.211077022,114.3448276,45.58284561,5.998640439,1.638253918,-0.792573354,P
Euronews_eng_V144_dwNb5haDNbI_South-Korea-prosecutors-seek-death-penalty-for-ferry-captain_9.mp4,0.875208468,146.3810886,-1.0,3.432968468,21.65301338,123.6306306,55.21748941,5.547508559,2.372513514,-0.800410856,P
Euronews_eng_V144_g54YWUoC7w8_Violent-clashes-outside-rally-but-Trump-ever-confident-of-US-election-success_1.mp4,0.962140309,128.0993422,-1.0,2.52879316,5.29522044,79.9723127,32.7680486,10.61730212,2.341237785,-0.782728941,P
Euronews_eng_V144_KNMa8AlgpUY_Controversial-documentary-explores-South-Africas-KK-camps---cinema_7.mp4,0.944504444,95.63212522,-1.0,2.469577778,8.001521444,104.5555556,27.58490311,6.195984444,12.29404444,-0.794444444,P
France24_eng_V720_qByNqMSZpFw_Syrian-doctor-on-Aleppo-Lacking-medical-supplies-a-matter-of-life-and-death_10.mp4,0.937892994,110.8453992,1.854676953,3.885802314,7.799900487,124.9985535,64.40717954,0.320217743,173.5744581,-0.785216948,P
Euronews_eng_V144_REuGJmdg06s_euronews-the-network---Issues-in-the-French-presidential-run-off_2.mp4,0.850041674,117.98562,-1.0,3.370760181,15.46581873,132.0361991,60.0038376,1.458921267,1.245868778,-0.793418914,P
France24_eng_V720_qByNqMSZpFw_Syrian-doctor-on-Aleppo-Lacking-medical-supplies-a-matter-of-life-and-death_4.mp4,0.91780338,107.6585845,1.79726431,3.892131313,7.627135467,124.9840067,65.02117466,0.314849579,191.2162521,-0.783980838,P
Euronews_eng_V144_oDTjaBWNV9Y_A-defiant-apology-from-Trump-over-lewd-comments-about-women_2.mp4,0.993169395,200.647215,-1.0,2.2412,1.609939178,98.70387597,50.77863575,0.43806186,9.494579845,-0.791165054,P
Euronews_eng_V144_yCGIuzwV-Lk_Top-Irish-bankers-on-trial-for-the-first-time-over-AIB-share-claims---economy_3.mp4,0.903492353,103.501518,-1.0,3.826344538,32.09849756,135.8907563,58.18031815,0.772005042,1.785268908,-0.818895126,P
Euronews_eng_V144_Enh2l0P7rrI_Spains-trial-of-the-year-opens_7.mp4,1.017725398,151.0187144,-1.0,2.687193182,9.656842727,126.2045455,64.80880693,13.59913977,3.057289773,-0.811330227,P
Euronews_eng_V144_xFdNgIL07Oc_Fishing-for-a-future---reporter_16.mp4,1.007214885,87.05727611,-1.0,3.103709924,13.64190672,128.1832061,41.95678695,2.637380153,4.515045802,-0.812640305,P
Euronews_eng_V144_PZxoRlftWPg_Outsider-populists-hope-to-jump-on-Trump-bandwagon_14.mp4,0.925347222,146.512863,-1.0,2.971,20.07445988,105.3518519,46.89992568,1.633687654,1.909679012,-0.83179,P
France24_eng_V720_XgYQL0l-Pco_Feminist-Fight-Club-A-tool-kit-for-dealing-with-sexism-in-the-office_92.mp4,0.963725239,99.0276692,0.244148936,3.154272163,6.690763626,124.9991135,62.71537377,0.317829965,28.17255408,-0.786013094,P
Euronews_eng_V144_24DvvW9qj1M_Kentucky-official-jailed-for-refusing-to-recognise-gay-marriages_8.mp4,0.973457435,112.8919586,-1.0,3.465621739,21.0015673,128.6565217,43.7749193,1.431233478,5.738378261,-0.819245478,P
France24_eng_V720_KTZhChqzjCs_Gemma-Arterton-Im-a-feminist-but-I-enjoy-watching-Bond-movies_72.mp4,0.940718723,68.42480938,0.83125,5.891945652,5.572974728,124.9891304,54.53934215,0.336524185,49.32733152,-0.791190978,P
France24_eng_V720_irft1juOCvQ_Trumps-outreach-to-blacks-is-actually-ploy-to-woo-white-voters-Christopher-Dickey_5.mp4,0.884572864,90.863304,0.013349515,4.284587379,5.893247379,124.9975728,54.47034228,0.32368034,35.42628155,-0.788932476,P
France24_eng_V720_aI8sOy9RDFg_Kenya-opens-probe-after-police-brutally-break-up-protest_16.mp4,0.839890628,74.90159419,0.359162304,4.392596859,28.05461969,124.4659686,61.24900408,0.402127749,41.40610471,-0.816925079,U
Euronews_eng_V144_z6W4qYphvMc_Live-Vladimir-Putins-annual-address-to-federal-assembly-in-Russia_87.mp4,0.913401301,156.4696358,-1.0,2.49743141,3.495221571,134.1185897,52.81858086,0.494620513,14.40133333,-0.792576333,P
Euronews_eng_V144_fQXQ-Y_GxQ4_Trumps-mixed-messages-after-tough-week-campaigning_9.mp4,0.949870688,107.7302832,-1.0,2.672574899,9.628376923,88.42105263,32.64275166,0.386325101,1.628441296,-0.79638004,P
Euronews_eng_V144_Y_sZnoEElQE_euronews-on-the-frontline---Right-wing-right-here-right-now_96.mp4,0.8116974,152.2891783,-1.0,2.90639,8.5253745,110.33,53.2088828,0.341494,7.37861,-0.7830146,P
Euronews_eng_V144_zTn_BGaNq4w_Europes-far-right-parties-seek-alliance-for-greater-EU-standing_1.mp4,0.959997145,106.5987396,-1.0,3.380822531,13.26622032,127.9722222,46.46000225,1.472708488,2.610726852,-0.807620756,P
Euronews_eng_V144_x61qnDTM9E0_Donald-Trump-unveils-first-TV-ad-in-US-presidential-campaign_9.mp4,0.878965887,129.7044094,-1.0,3.114675472,7.404507396,110.8150943,42.43963008,1.469375472,1.453245283,-0.784628226,P
Euronews_eng_V144_Vmm2wTPbWUI_US-election-Donald-Trump-takes-centre-stage-in-first-Republican-debate_15.mp4,1.024105968,113.1936403,-1.0,2.614677419,5.013053548,90.05913978,36.63039177,0.4436,36.96613441,-0.786606505,P
Euronews_eng_V144_lVuk2KXBlL8_16-March-2016---euronews-full-afternoon-bulletin_42.mp4,0.981518358,115.7122761,-1.0,2.590272727,5.283866364,117.3812317,46.97682622,0.526631672,2.647829912,-0.789848182,P
Euronews_eng_V144_0cDo8whDhEY_euronews-I-talk---Human-Rights-in-the-spotlight-with-your-questions_37.mp4,0.998689828,97.97529434,-1.0,2.369572414,3.103303172,123.7689655,34.67385797,0.404688621,30.09623793,-0.776090172,P
Euronews_eng_V144_5CiSPcL2goc_Animal-cruelty-is-violence-inherent-to-abattoirs_5.mp4,0.931757793,94.73983854,-1.0,3.258821596,4.930753192,136.9671362,63.84610432,0.366011268,9.160441315,-0.794255775,P
Euronews_eng_V144_szgM28YnB74_Saunders-and-Trump-make-the-noise-in-New-Hampshire_8.mp4,0.886315971,124.2806878,-1.0,2.743913669,13.47314435,95.44244604,40.8482959,1.694769065,3.168053957,-0.802237626,P
Euronews_eng_V144_7Wh44ZuL9sg_Syria-Aleppo-hospital-hit-again-as-fighting-intensifies_1.mp4,0.932232141,71.26723716,-1.0,2.878386581,14.26151866,115.7699681,36.36044022,0.621417572,1.793511182,-0.81871361,P
Euronews_eng_V144_7ElihlC4r1g_Shenzhen-survivor-rescued-after-67-hours-under-rubble_1.mp4,0.858832547,98.9912716,-1.0,3.388179245,23.49525019,100.6792453,46.40139594,0.345958491,0.414962264,-0.808545943,P
Euronews_eng_V144_y_fZBAlbABw_US-election-An-anxious-night-for-both-camps_16.mp4,0.903596446,89.20195413,-1.0,2.781260331,9.421367438,84.5661157,27.8111424,0.659649587,3.558297521,-0.801531446,P
Euronews_eng_V144_z6W4qYphvMc_Live-Vladimir-Putins-annual-address-to-federal-assembly-in-Russia_169.mp4,0.886116154,138.460887,-1.0,2.481666667,4.358670308,134.1051282,53.66579115,0.565567179,20.14533846,-0.791911846,P
Euronews_eng_V1080_mJKnG8iuOag_Costa-Ricas-Turrialba-volcano-sends-plumes-of-smoke-into-the-air_0.mp4,0.931207465,33.21686997,0.635664167,4.449479167,1.555677118,130.6805556,50.42030528,0.299823264,5.196694444,-0.785678715,P
Euronews_eng_V144_eqlTQOeOiz8_Wisconsin-Cruz-trumps-Trump-Sanders-scores-against-Clinton_0.mp4,0.926126565,114.5926273,-1.0,3.202839695,13.62609618,102.4083969,42.53421,0.527025954,8.174076336,-0.798664122,P
Euronews_eng_V1080_oylFXvL7SvI_Trump-effigy-burned-at-UK-Guy-Fawkes-Night-festival_6.mp4,0.790068693,55.40493993,0.292781131,4.983462898,12.32862799,126.8339223,36.39869795,0.006742756,3.732837456,-0.785144876,P
Euronews_eng_V144_NoZDs8n8diI_Trump-right-on-defence-spending-says-NATO-chief-Jens-Stoltenberg_9.mp4,0.960718791,94.14727056,-1.0,3.138776744,2.61381093,116.3271318,49.69959093,0.478535814,8.920268217,-0.790367039,P
Euronews_eng_V144_l5RyiETx5Ow_euronews-I-talk---Europes-climate-boss-answers-I-talks-questions_119.mp4,0.932480877,145.0006351,-1.0,2.637502924,9.742594912,113.1871345,56.33039655,13.08811813,1.373619883,-0.799234561,P
Euronews_eng_V144_8oCvitO0efI_US-Secretary-of-State-John-Kerry-says-the-US-and-Russia-will-soon-announce-a-plan-they-hope_6.mp4,1.022589156,87.42238275,-1.0,2.673357143,1.754090584,94.43398268,34.40583195,0.443866342,0.338756494,-0.790361613,P
Euronews_eng_V144_27ZxwnCSG-E_Pamplona-2016-running-of-the-bulls-comes-to-an-end_2.mp4,0.852416195,112.5518923,-1.0,3.096560976,21.15758976,121.0146341,36.52377239,5.613462927,1.976214634,-0.81617639,P
Euronews_eng_V144_larRY4SdSf4_Trump-vows-to-deport-criminal-illegal-immigrants_4.mp4,0.974482775,150.5994642,-1.0,2.743517016,4.615798691,104.6007853,42.92761814,0.482887565,6.394721204,-0.791172605,P
Euronews_eng_V144_JBMrB26LzCA_Views-from-Vatican-City-on-the-eve-of-the-beginning-of-the-conclave_9.mp4,0.95441675,105.3367352,-1.0,2.97783,9.9622681,133.7,40.26459805,9.252781,1.79274,-0.7947059,P
Euronews_eng_V144_TU6OoyChnZA_Gay-wedding-for-Luxembourg-PM-a-first-for-serving-EU-leader_0.mp4,0.897888861,140.3329937,-1.0,2.758607595,34.62380975,131.8860759,51.67154709,1.770598734,3.229417722,-0.846705063,P
Euronews_eng_V144_bzKCizIxvis_euronews-I-talk---Anni-Podimata-on-the-Greek-crisis-and-the-EU_64.mp4,0.988837556,105.2911562,-1.0,2.340281481,3.251103593,111.4703704,42.11147067,0.368774444,82.57057407,-0.781672037,P
Euronews_eng_V144_l5dMgiN1wcA_30-March-2016---euronews-full-morning-bulletin_51.mp4,0.892497821,113.3650786,-1.0,3.143929487,13.85711929,110.9551282,46.19009987,1.375809615,3.503775641,-0.801470577,P
Euronews_eng_V144_qdUD5_n1pOA_Anti-austerity-protests-in-Athens-ahead-of-crunch-bailout-vote_13.mp4,0.974979581,109.7931793,-1.0,3.478772093,3.215107256,123.5581395,56.02359595,0.585822791,3.871995349,-0.77893293,P
Euronews_eng_V144_qDnPX3LVn5c_euronews-I-talk---I-talk-on-defending-normal-interests_119.mp4,0.953927143,64.04391449,-1.0,3.026216327,3.884802531,108.0081633,25.49402184,0.375187755,30.02066122,-0.78130249,P
Euronews_eng_V1080_ntASi65qfcs_Dalai-Lama-full-press-conf-at-Council-of-Europe_104.mp4,0.852265406,32.99692207,1.850048465,8.318474041,4.582118521,135.8510158,56.75907433,0.000334537,1.111767494,-0.785246467,P
Euronews_eng_V144_BhBX4slEIP0_White-Helmet-rescuers-fair-game-for-ruthless-Syrian-regime-says-founder_12.mp4,1.020930332,106.7722745,-1.0,3.082115044,3.41280792,109.0619469,37.63989374,0.507770133,13.52685619,-0.786081416,P
Euronews_eng_V144_ARTgmPUDuOQ_Third-finger-right-hand-thats-where-they-place-the-papal-band_5.mp4,1.104879559,108.8867648,-1.0,2.728991189,3.904406916,109.7048458,41.44273498,2.859757709,7.967123348,-0.788092819,P
Euronews_eng_V144_lytpiRVoDdA_More-senior-Republicans-dump-Trump_4.mp4,1.015600101,102.3743312,-1.0,2.969728188,10.7912305,113.4026846,41.62486856,0.360316107,55.68589597,-0.788935973,P
Euronews_eng_V144_P2IMxQThq4g_Building-bridges-or-walls-Donald-Trump-heads-to-Mexico_4.mp4,0.941471642,133.8060844,-1.0,2.627985401,7.739135292,102.5255474,40.66782394,0.827358759,1.44109854,-0.785771715,P
Euronews_eng_V144_DaJFAIxqUbw_Bernabeu-lights-up-as-Real-Madrid-celebrates-Champions-League-victory_6.mp4,0.933486909,167.345211,-1.0,2.798378182,7.343027891,114.8436364,61.86921542,0.395305091,1.540512727,-0.781042727,P
France24_eng_V720_XgYQL0l-Pco_Feminist-Fight-Club-A-tool-kit-for-dealing-with-sexism-in-the-office_132.mp4,0.934615057,145.3151797,0.240229885,3.016468391,4.729759138,125.0,68.54639991,0.0,5.450623563,-0.81954092,P
Euronews_eng_V144_y-eKVWC3P5M_In-Egypts-presidential-poll-wish-for-stability-may-trump-hunger-for-rights_20.mp4,0.9899526,85.8126189,-1.0,2.970285,2.7825461,109.35,33.9891396,2.517431,1.424775,-0.7904044,P
Euronews_eng_V144_K2Oe1Z5Tlxg_Water-as-a-human-right_0.mp4,0.989557106,149.7855025,-1.0,2.454208791,13.74118004,128.3443223,59.86699747,3.212261905,7.316410256,-0.795221832,P
France24_eng_V720_KTZhChqzjCs_Gemma-Arterton-Im-a-feminist-but-I-enjoy-watching-Bond-movies_66.mp4,0.974452067,63.99768887,0.628,6.596313333,5.118172533,124.9866667,54.59667607,0.383208,48.07584,-0.791886667,P
Euronews_eng_V144_REuGJmdg06s_euronews-the-network---Issues-in-the-French-presidential-run-off_105.mp4,0.967438506,117.8701537,-1.0,2.642816092,7.842761494,125.5862069,54.86297293,3.064912069,7.315293103,-0.792427356,P
France24_eng_V720_GmiVGcQiAhw_Biafran-separatists-allege-brutal-crackdown_53.mp4,0.86517698,86.22896383,0.283502538,3.149758883,3.093314492,123.9923858,53.61903447,0.272009391,44.5813731,-0.785570457,P
France24_eng_V720_36wC7sQ0PfA_Bye-Bye-BlackBerry---Death-to-the-work-phone-long-live-the-play-phone_10.mp4,0.896319095,100.7643651,0.191769547,4.247119342,5.409425432,125.0,71.17551901,0.343908642,90.11166255,-0.787995556,P
Euronews_eng_V144_bSkbADIA6WY_Angela-Merkel-is-Times-Person-of-the-Yearbeating-the-leader-of-ISIL-and-Donald-Trump_16.mp4,0.932006944,128.7310037,-1.0,3.709611111,31.20731306,114.9305556,52.41329653,0.481954167,1.747,-0.836805556,P
Euronews_eng_V144_dV6SeZ1g4-8_euronews-I-talk---What-will-you-be-eating-in-the-future_55.mp4,0.997274381,108.1975392,-1.0,2.54142381,6.322693714,126.4809524,42.92455248,0.412580952,71.61093333,-0.779026571,P
Euronews_eng_V144_U5kTn0m0ecA_euronews-right-on---They-only-see-my-skin-colour_60.mp4,0.906823046,109.1490069,-1.0,2.884178462,5.988253169,117.4707692,47.16559138,0.553180923,2.66964,-0.785723969,P
France24_eng_V720_Q3EXREQQcC8_Syria-Who-is-being-targeted-in-Aleppos-Eastern-city-day-after-day-Civilians_9.mp4,0.932990904,103.3321469,0.71626506,4.148801205,2.452914036,125.0,63.55565199,0.318250602,324.3733133,-0.787655964,P
Euronews_eng_V144_3seFZiUYSdg_Obama-and-Clinton-together-for-the-first-time-on-presidential-campaign-trail_3.mp4,0.948508327,137.7728087,-1.0,2.613258182,4.385610145,96.60363636,37.71065465,17.45545491,3.547483636,-0.773689782,P
Euronews_eng_V144_W8vtt4oHoKo_4-March-2016---euronews-full-afternoon-bulletin_71.mp4,0.920812829,140.142922,-1.0,2.957875,21.18909118,122.6644737,47.8603825,5.551828289,9.108414474,-0.833155987,P
France24_eng_V720_93tjfYHivjc_Feminist-icons-and-young-female-Democrats-clash-over-Hillary-Clinton_55.mp4,0.960300382,86.62145316,0.007633588,2.91078117,2.931180891,123.9770992,58.9517486,0.314131043,63.10677608,-0.781746972,P
Euronews_eng_V144_l-01IExWxCk_Miguel-ngel-Moratinos-reflects-on-the-life-of-Ariel-Sharon_2.mp4,0.89185875,116.7496641,-1.0,4.21392,3.07754985,107.655,43.3987184,2.491961,2.413935,-0.7880514,P
France24_eng_V720_XgYQL0l-Pco_Feminist-Fight-Club-A-tool-kit-for-dealing-with-sexism-in-the-office_100.mp4,0.891401888,104.7297794,0.391608392,3.665748252,7.28890028,124.986014,59.98906699,0.342202797,35.55716084,-0.793052797,P
Euronews_eng_V144_dFPGV8jLEI4_30-March-2016---euronews-full-afternoon-bulletin_0.mp4,0.916875838,129.6439307,-1.0,2.409127273,1.318546141,101.0222222,33.0701558,11.27431374,1.342183838,-0.803609677,P
Euronews_eng_V144__cYYB-6i8Kk_Trump-strikes-again-as-polls-put-him-as-GOP-front-runner_5.mp4,0.978613286,109.3157977,-1.0,3.360146429,6.322135464,108.6464286,44.19766996,0.507857143,14.28631429,-0.792253179,P
Euronews_eng_V144_InFKYYfoHuk_euronews-interview---Carlos-Slim-I-am-not-a-monopoliser_13.mp4,1.025026487,161.1044858,-1.0,2.532260623,5.509015637,135.0226629,56.90228108,0.797216147,1.769475921,-0.785785779,P
Euronews_eng_V144_yfe41dtshcw_Ugly-US-presidential-campaign-set-to-get-uglier_0.mp4,1.016989891,112.7390153,-1.0,2.996350543,2.082033105,122.1786685,47.91480195,1.873147826,1.842764266,-0.796195679,P
Euronews_eng_V144_wZYjD6uXozU_Republican-Convention-Day-2-Damage-control_9.mp4,0.984400857,98.87839951,-1.0,2.322607792,3.590733169,102.8415584,34.18352579,1.070725455,1.735776623,-0.795932078,P
Euronews_eng_V144_qn8j4bdL8TE_West-Bank-Palestinians-some-want-to-fight-others-hope-quietly_36.mp4,0.943558384,164.6829229,-1.0,2.673720539,12.52333481,132.96633,49.30383529,1.18673771,4.317070707,-0.788968148,P
Euronews_eng_V144_j0IfQ5ACbnI_Donald-Trump-talks-up-New-York-values-amid-protests-against-him_6.mp4,0.982439184,107.4116711,-1.0,3.52897619,8.849459014,110.8231293,50.69462537,0.532718367,2.354265306,-0.798394286,P
Euronews_eng_V144_OGzwYvN4a2A_Exxon-Mobil-chief-to-become-Americas-top-diplomat_5.mp4,0.942271455,110.5220614,-1.0,2.550265258,7.319242042,134.0892019,44.54313472,2.08618216,4.13263615,-0.799054085,P
Euronews_eng_V144_8oCvitO0efI_US-Secretary-of-State-John-Kerry-says-the-US-and-Russia-will-soon-announce-a-plan-they-hope_4.mp4,1.064564024,105.2294848,-1.0,2.432695122,1.84723064,83.88567073,32.04937162,0.484488567,0.43975,-0.788277912,P
Euronews_eng_V144_KStjTt-xeZI_Hungary-wants-to-bring-back-the-death-penalty_10.mp4,0.959340393,134.3232055,-1.0,2.791292576,3.488739345,135.1528384,48.69952013,0.553856769,9.060406114,-0.788241703,P
Euronews_eng_V144_rWsu62uXQHI_Trump-would-have-hit-speakers-at-Democrat-Convention_1.mp4,1.016631199,131.099163,-1.0,2.635466837,2.98836023,88.26530612,40.86351824,2.667965944,0.847082908,-0.795562015,P
Euronews_eng_V144_XhL5FlCSsnA_Video-Stinking-bloated-blue-whale-carcass-troubles-Canadian-fishing-community_8.mp4,1.011680856,84.90537396,-1.0,3.81902139,4.451496952,135.6256684,60.75253979,1.57477861,4.276812834,-0.789477861,P
Euronews_eng_V144_PTGyTHyCV1Y_Delegates-enthused-by-Donald-Trumps-speech-but-not-everyone-is-happy_9.mp4,0.996397297,131.13848,-1.0,2.694501312,6.301232992,101.7585302,38.7079926,2.289458268,2.211884514,-0.797302021,P
Euronews_eng_V144_6GgBjZ7ImyI_Voters-go-to-polls-to-elect-French-conservative-presidential-candidate_4.mp4,0.95947577,96.31313338,-1.0,2.953821752,11.55094257,111.6465257,44.28590749,1.247714502,2.050664653,-0.816665076,P
France24_eng_V720_aI8sOy9RDFg_Kenya-opens-probe-after-police-brutally-break-up-protest_46.mp4,0.949778348,77.97259765,0.233913043,4.266667826,4.4846148,124.9878261,49.59837243,1.075362435,90.48971826,-0.792059165,P
Euronews_eng_V144_Lw4Aqe5XOLU_Clinton-and-Trump-exchange-low-blows_25.mp4,1.019337044,85.53037192,-1.0,3.009930818,7.589384906,96.76415094,30.78006997,2.276563522,2.469550314,-0.800638113,P
Euronews_eng_V144_DE_4JIPz49Y_Lets-be-clear-Concerns-for-EU-in-Transparency-International-corruption-index---the-network_78.mp4,0.976056447,119.8228835,-1.0,3.717269036,7.069253249,98.01522843,48.96799452,0.332687817,1.555461929,-0.785831574,P
Euronews_eng_V144_-cYZ59ABn4I_Trumps-latest-insult-She-is-the-devil_11.mp4,0.987036494,161.0043996,-1.0,2.586051793,5.16836741,116.6812749,49.78401195,14.75883028,2.058278884,-0.777038884,P
Euronews_eng_V144_Yj2KYnY2Ylw_Greek-parliament-goes-after-more-Golden-Dawn-MPs_14.mp4,0.924833661,86.89273094,-1.0,3.41298627,1.807315744,132.6064073,61.65223405,0.413316705,6.781622426,-0.783433112,P
Euronews_eng_V1080_M92kaRu458U_Chinas-79-year-old-fitness-guru-performs-two-finger-push-ups_8.mp4,0.847128978,37.44649914,2.553571452,7.314010753,21.10568403,124.8978495,50.91488462,0.346213441,3.450080645,-0.81185629,P
Euronews_eng_V1080_chVzSRefbWQ_Trump---Obama-The-first-uncomfortable-meeting_16.mp4,0.901160874,37.07973291,12.41556908,5.410126214,10.74786714,133.2718447,52.59888107,0.340278155,3.499849515,-0.814679951,P
Euronews_eng_V144_i2dTFaRBL_E_UN-COP19-Climate-Change-Conference-in-Warsaw---the-network_93.mp4,1.053578252,108.1096146,-1.0,3.227304878,5.012919959,135.8455285,57.76019069,4.449361789,5.010182927,-0.790740163,P
France24_eng_V720_rs1RHS4NNgo_US----From-the-Boston-bombings-to-the-Orlando-massacre-overview-of-latest-attacks-on-American-soil_14.mp4,0.90773782,78.49623005,2.626540284,4.643265403,6.936718341,123.2748815,46.14962986,0.34442891,42.35152607,-0.789803081,P
France24_eng_V720_qByNqMSZpFw_Syrian-doctor-on-Aleppo-Lacking-medical-supplies-a-matter-of-life-and-death_1.mp4,0.908759893,113.0191233,1.648571429,3.7681375,2.96666275,125.0,66.3340175,0.314062857,158.8019214,-0.780482161,P
